,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
35,36,2022-09-02 07:57:34.683,2022-09-02 07:58:41.526, 5.34,0.0356,66,5.3755999999999995,60.6244
36,37,2022-09-02 07:57:34.691,2022-09-02 07:58:44.571, 4.99,0.0398,69,5.0298,63.9702
37,38,2022-09-02 07:57:34.704,2022-09-02 07:58:46.859, 5.08,0.0410,72,5.121,66.879
38,39,2022-09-02 07:57:34.712,2022-09-02 07:58:46.998, 5.19,0.0368,72,5.226800000000001,66.7732
39,40,2022-09-02 07:57:34.721,2022-09-02 07:58:49.906, 5.21,0.0420,75,5.252,69.748
40,41,2022-09-02 07:57:34.730,2022-09-02 07:58:52.044, 5.11,0.0503,77,5.1603,71.8397
41,42,2022-09-02 07:57:34.738,2022-09-02 07:58:52.094, 5.00,0.0358,77,5.0358,71.9642
42,43,2022-09-02 07:57:34.745,2022-09-02 07:58:55.706, 5.30,0.0407,80,5.3407,74.6593
43,44,2022-09-02 07:57:34.755,2022-09-02 07:58:57.732, 5.13,0.0378,82,5.1678,76.8322
44,45,2022-09-02 07:57:34.765,2022-09-02 07:58:58.017, 5.37,0.0372,83,5.4072000000000005,77.5928
45,46,2022-09-02 07:57:34.773,2022-09-02 07:59:01.684, 5.35,0.0503,86,5.4003,80.5997
46,47,2022-09-02 07:57:34.781,2022-09-02 07:59:02.758, 4.95,0.0406,87,4.990600000000001,82.0094
47,48,2022-09-02 07:57:34.789,2022-09-02 07:59:03.265, 5.19,0.0385,88,5.2285,82.7715
48,49,2022-09-02 07:57:34.799,2022-09-02 07:59:07.234, 4.98,0.0395,92,5.019500000000001,86.9805
49,50,2022-09-02 07:57:34.807,2022-09-02 07:59:08.119, 4.78,0.0366,93,4.8166,88.1834
